chiropractic,Gnosticism,theological doctrine,doctrine,belief
naturopathy,albizzia,tree,woody plant,vascular plant
naprapathy,agent,causal agent,physical entity,entity
orthodontic treatment,reason,rational motive,motivation,psychological feature
orthoptics,worker,person,organism,living thing
osteopathy,communicator,person,organism,living thing
osteoclasis,inclination,attitude,cognition,psychological feature
acupuncture,implant,prosthesis,corrective,device
acupressure,fractional monetary unit,monetary unit,unit of measurement,definite quantity
autogenic therapy,reproductive structure,plant organ,plant part,natural object
hydropathy,rich person,person,organism,living thing
rest-cure,solder,alloy,mixture,substance
scam,thorn apple,shrub,woody plant,vascular plant
molestation,wildflower,angiosperm,spermatophyte,vascular plant
commercial bribery,character set,list,database,information
embezzlement,frequency,rate,magnitude relation,relation
fraud in law,mineralocorticoid,corticosteroid,steroid hormone,hormone
bunco,directive,pronouncement,declaration,statement
pyramiding,scientist,person,organism,living thing
swiz,computer user,person,organism,living thing
shell game,tomograph,X-ray machine,apparatus,equipment
pilferage,free-reed instrument,wind instrument,musical instrument,device
shoplifting,vehicular traffic,traffic,collection,group
robbery,unconsciousness,cognitive state,psychological state,condition
biopiracy,sedge,marsh plant,aquatic plant,vascular plant
grand larceny,privet,shrub,woody plant,vascular plant
petit larceny,Saudi Arabian monetary unit,monetary unit,unit of measurement,definite quantity
housebreaking,dissenter,person,organism,living thing
joint venture,wood,plant material,material,substance
forlorn hope,dollar,monetary unit,unit of measurement,definite quantity
primary censorship,ink,liquid,fluid,substance
secondary censorship,cycad,gymnosperm,spermatophyte,vascular plant
aikido,angiospermous tree,tree,woody plant,vascular plant
judo,dysmenorrhea,pain,symptom,evidence
jujutsu,military action,group action,event,psychological feature
ninjutsu,fractional monetary unit,monetary unit,unit of measurement,definite quantity
karate,name,language unit,part,relation
kung fu,wildflower,angiosperm,spermatophyte,vascular plant
tae kwon do,muscle,contractile organ,organ,body part
t'ai chi,malcontent,person,organism,living thing
gasp,Islamic calendar month,calendar month,time period,fundamental quantity
coprophagy,amnesia,cognitive state,psychological state,condition
dining,contestant,person,organism,living thing
feasting,speed,rate,magnitude relation,relation
lunching,balker,person,organism,living thing
supping,weapon of mass destruction,weapon,instrument,device
necrophagia,Jewish calendar month,calendar month,time period,fundamental quantity
omophagia,African,person,organism,living thing
scatophagy,speed,rate,magnitude relation,relation
fuck,gasteromycete,fungus,organism,living thing
hank panky,tulip,liliaceous plant,bulbous plant,vascular plant
unlawful carnal knowledge,unwelcome person,person,organism,living thing
coitus interruptus,death camas,liliaceous plant,bulbous plant,vascular plant
natural family planning,outbuilding,building,structure,artifact
contraception,gray,achromatic color,color,visual property
caressing,clintonia,liliaceous plant,bulbous plant,vascular plant
masturbation,urgency,necessity,need,condition
one-night stand,stinkhorn,fungus,organism,living thing
lesbianism,parnassia,marsh plant,aquatic plant,vascular plant
maximization,Islamic calendar month,calendar month,time period,fundamental quantity
exponentiation,angiospermous tree,tree,woody plant,vascular plant
arithmetic operation,religious person,person,organism,living thing
matrix operation,psychosis,mental illness,psychological state,condition
succussion,cane,walking stick,stick,implement
life class,rhododendron,shrub,woody plant,vascular plant
angiography,dressing,sauce,condiment,flavorer
arthrography,platform,horizontal surface,surface,artifact
cholangiography,simple protein,protein,macromolecule,molecule
encephalography,agent,causal agent,physical entity,entity
myelography,Greek deity,deity,spiritual being,belief
pyelography,undependability,irresponsibility,untrustworthiness,trait
radiophotography,daphne,shrub,woody plant,vascular plant
erecting,outdoorsman,person,organism,living thing
house-raising,zeolite,mineral,material,substance
dry walling,wood,plant material,material,substance
road construction,change,happening,event,psychological feature
shipbuilding,discharge,happening,event,psychological feature
writing,enzyme,catalyst,activator,substance
approach,candlewood,shrub,woody plant,vascular plant
framing,wildflower,angiosperm,spermatophyte,vascular plant
fetoscopy,flower,angiosperm,spermatophyte,vascular plant
alcohol abuse,geological formation,object,physical entity,entity
battle,suspect,person,organism,living thing
blockade,writing paper,paper,material,substance
defense,scientist,person,organism,living thing
electronic warfare,arteritis,inflammation,symptom,evidence
police action,social science,science,discipline,knowledge domain
saber rattling,chain mail,body armor,armor,protective covering
class struggle,whist,card game,game,activity
rustling,town,municipality,urban area,geographical area
sortie,honorableness,righteousness,morality,quality
war,tree fern,fern,pteridophyte,vascular plant
over-the-shoulder bombing,cress,crucifer,herb,vascular plant
mammothermography,rate of return,rate,magnitude relation,relation
lockstep,platform,horizontal surface,surface,artifact
Seder,angiospermous tree,tree,woody plant,vascular plant
rite of passage,root,plant organ,plant part,natural object
concubinage,handbook,reference book,book,publication
mingling,archangel,angel,spiritual being,belief
commerce,plant,building complex,structure,artifact
business activity,pace,rate,magnitude relation,relation
operations,kalmia,shrub,woody plant,vascular plant
deal,concerto,classical music,music genre,expressive style
downtick,Uto-Aztecan,Amerind,natural language,language
uptick,converging lens,lens,optical device,device
auto limitation,elm,tree,woody plant,vascular plant
population control,aquatic fern,fern,pteridophyte,vascular plant
enforcement,racing,sport,diversion,activity
domination,money,medium of exchange,standard,system of measurement
duty,surveyor's level,surveying instrument,instrument,device
management,communicator,person,organism,living thing
countercoup,eye,sense organ,organ,body part
appeasement,academic relation,professional relation,social relation,relation
denationalization,fibril,fiber,material,substance
detribalization,mailbag,pouch,bag,container
discrimination,flower,angiosperm,spermatophyte,vascular plant
mobilization,phytochemical,chemical,material,substance
demobilization,chimpanzee,great ape,anthropoid ape,ape
punishment,towel,piece of cloth,fabric,artifact
tug-of-war,screwdriver,hand tool,tool,implement
turf war,scheme,plan of action,plan,idea
proceeding,auscultation,diagnostic procedure,procedure,activity
presentment,power unit,electromagnetic unit,unit of measurement,definite quantity
teamwork,gambler,person,organism,living thing
collaboration,communicator,person,organism,living thing
compromise,national,person,organism,living thing
reconciliation,wood,plant material,material,substance
nonappearance,worker,person,organism,living thing
truancy,dressing,sauce,condiment,flavorer
feud,lymphatic tissue,animal tissue,tissue,body part
neutrality,exocrine gland,gland,organ,body part
beast of burden,tamarin,marmoset,New World monkey,monkey
draft animal,spaghetti sauce,sauce,condiment,flavorer
feeder,word,language unit,part,relation
stocker,name,language unit,part,relation
hatchling,Middle English,English,West Germanic,Germanic
by-catch,mallow,shrub,woody plant,vascular plant
young mammal,Hindu deity,deity,spiritual being,belief
archaebacteria,Portuguese monetary unit,monetary unit,unit of measurement,definite quantity
acidophil,flower,angiosperm,spermatophyte,vascular plant
probiotic,leukocyte,free phagocyte,phagocyte,somatic cell
bacteroid,flower,angiosperm,spermatophyte,vascular plant
bacteria species,indecorum,impropriety,demeanor,trait
eubacteria,monosaccharide,carbohydrate,macromolecule,molecule
Calymmatobacterium,drum,percussion instrument,musical instrument,device
Francisella,linguistics,science,discipline,knowledge domain
gonococcus,prickly ash,tree,woody plant,vascular plant
Legionella pneumophilia,living quarters,housing,structure,artifact
nitrobacterium,oligosaccharide,carbohydrate,macromolecule,molecule
penicillin-resistant bacteria,paint,coloring material,material,substance
pus-forming bacteria,pea tree,shrub,woody plant,vascular plant
diplococcus,Niger-Congo,Niger-Kordofanian,natural language,language
protozoan,avoirdupois unit,mass unit,unit of measurement,definite quantity
alga,atmospheric phenomenon,physical phenomenon,natural phenomenon,phenomenon
chlorophyll,digital computer,computer,machine,device
bacteriochlorophyll,name,language unit,part,relation
phycobilin,metric weight unit,metric unit,unit of measurement,definite quantity
phycoerythrin,fury,anger,emotion,feeling
phycocyanin,nautical linear unit,linear unit,unit of measurement,definite quantity
flame cell,barrier,obstruction,structure,artifact
spawn,nonreligious person,person,organism,living thing
germ layer,arbutus,shrub,woody plant,vascular plant
silkworm seed,sabbatia,marsh plant,aquatic plant,vascular plant
cephalochordate,poker plant,kniphofia,herb,vascular plant
tunicate,female internal reproductive organ,reproductive organ,organ,body part
ascidian tadpole,alliaceous plant,liliaceous plant,bulbous plant,vascular plant
vertebrate,Jewish calendar month,calendar month,time period,fundamental quantity
young bird,mallow,shrub,woody plant,vascular plant
arthropod,pipet,measuring instrument,instrument,device
down,cooperation,group action,event,psychological feature
aftershaft,simpleton,person,organism,living thing
contour feather,show,entertainment,diversion,activity
bastard wing,sansevieria,agave,desert plant,vascular plant
hackle,helianthemum,shrub,woody plant,vascular plant
guard hair,treatment,care,work,activity
mane,enzyme,catalyst,activator,substance
zoophyte,flunitrazepan,club drug,controlled substance,drug
Parazoa,metric linear unit,linear unit,unit of measurement,definite quantity
Metazoa,ruler,person,organism,living thing
coelenterate,compound lens,lens,optical device,device
ctenophore,alliaceous plant,liliaceous plant,bulbous plant,vascular plant
worm,nervous disorder,disorder,physical condition,condition
woodborer,candlewood,shrub,woody plant,vascular plant
bladder worm,alliaceous plant,liliaceous plant,bulbous plant,vascular plant
cercaria,cloud,physical phenomenon,natural phenomenon,phenomenon
rotifer,farm building,building,structure,artifact
mollusk,talc,mineral,material,substance
craw,dead person,person,organism,living thing
dog,flower,angiosperm,spermatophyte,vascular plant
domestic cat,iodoprotein,protein,macromolecule,molecule
stray,restaurant,building,structure,artifact
wireworm,topping,garnish,decoration,artifact
mealworm,amine,methane series,aliphatic compound,organic compound
flea,saturated fatty acid,fatty acid,carboxylic acid,acid
superbug,encyclopedia,reference book,book,publication
aphid lion,wildflower,angiosperm,spermatophyte,vascular plant
hellgrammiate,laminate,lamination,structure,artifact
caseworm,circumflex artery,artery,blood vessel,vessel
caterpillar,anomaly,abnormality,physical condition,condition
leptocephalus,skiing,sport,diversion,activity
bot,earthenware,ceramic ware,utensil,implement
phoronid,Hindu calendar month,calendar month,time period,fundamental quantity
bryozoan,blue,chromatic color,color,visual property
ectoproct,charge unit,electromagnetic unit,unit of measurement,definite quantity
entoproct,Hokan,Amerind,natural language,language
Symbion pandora,animal product,animal material,material,substance
brachiopod,flower,angiosperm,spermatophyte,vascular plant
peanut worm,whist,card game,game,activity
echinoderm,wildflower,angiosperm,spermatophyte,vascular plant
filly,thermometer,measuring instrument,instrument,device
rumen,inhabitant,person,organism,living thing
psalterium,Macao monetary unit,monetary unit,unit of measurement,definite quantity
abomasum,Semitic,Afroasiatic,natural language,language
hind limb,labial vein,vein,blood vessel,vessel
forelimb,capsicum,shrub,woody plant,vascular plant
flight feather,flower,angiosperm,spermatophyte,vascular plant
scapular,mania,irrational motive,motivation,psychological feature
tadpole,art dealer,trader,merchant,businessperson
western lowland gorilla,cane,walking stick,stick,implement
eastern lowland gorilla,plant,building complex,structure,artifact
mountain gorilla,legume,climber,vine,vascular plant
silverback,mathematics,science,discipline,knowledge domain
western chimpanzee,impiety,unrighteousness,immorality,quality
eastern chimpanzee,expert,person,organism,living thing
central chimpanzee,astronomy unit,linear unit,unit of measurement,definite quantity
pygmy chimpanzee,spurge,shrub,woody plant,vascular plant
silky tamarin,deathrate,rate,magnitude relation,relation
pinche,moneran,microorganism,organism,living thing
Latinae,chemoreceptor,sense organ,organ,body part
thick skin,agent,causal agent,physical entity,entity
abacus,endoscope,medical instrument,instrument,device
Abney level,hydrangea,shrub,woody plant,vascular plant
accessory,capacitance unit,electromagnetic unit,unit of measurement,definite quantity
accommodation ladder,clothing,consumer goods,commodity,artifact
accordion,fire,happening,event,psychological feature
achromatic lens,chain mail,body armor,armor,protective covering
acoustic delay line,edema,swelling,symptom,evidence
acoustic guitar,traveler,person,organism,living thing
aerial ladder,German monetary unit,monetary unit,unit of measurement,definite quantity
agateware,inhalation anesthetic,general anesthetic,anesthetic,drug
air base,brush,vegetation,collection,group
airbus,Revolutionary calendar month,calendar month,time period,fundamental quantity
aircraft engine,executive department,federal department,government department,department
air gun,text file,computer file,file,record
air terminal,wood,plant material,material,substance
air-to-air missile,paint,coloring material,material,substance
air-to-ground missile,advocate,person,organism,living thing
alcohol thermometer,cornbread,quick bread,bread,starches
alprazolam,motor vehicle,self-propelled vehicle,wheeled vehicle,container
American organ,wildflower,angiosperm,spermatophyte,vascular plant
amobarbital,Mongolian monetary unit,monetary unit,unit of measurement,definite quantity
amphibian,fractional monetary unit,monetary unit,unit of measurement,definite quantity
anemometer,Chinese monetary unit,monetary unit,unit of measurement,definite quantity
aneroid barometer,fire,happening,event,psychological feature
antiaircraft,Anglo-Saxon deity,deity,spiritual being,belief
antifouling paint,kingdom,sphere,environment,situation
apparel,racing,sport,diversion,activity
arc lamp,leaf,plant organ,plant part,natural object
arena theater,wildflower,angiosperm,spermatophyte,vascular plant
armored car,astronomy unit,linear unit,unit of measurement,definite quantity
armored personnel carrier,gene,sequence,series,ordering
army base,expert,person,organism,living thing
arthroscope,card,paper,material,substance
artificial heart,sinusitis,inflammation,symptom,evidence
artificial joint,combatant,person,organism,living thing
artificial kidney,metric capacity unit,metric unit,unit of measurement,definite quantity
assegai,geological formation,object,physical entity,entity
atomic clock,cooking utensil,kitchen utensil,utensil,implement
attire,wildflower,angiosperm,spermatophyte,vascular plant
auction block,intellectual,person,organism,living thing
automat,invertebrate,animal,organism,living thing
automobile engine,monosaccharide,carbohydrate,macromolecule,molecule
auxiliary engine,energy,physical phenomenon,natural phenomenon,phenomenon
backpacking tent,dressing,sauce,condiment,flavorer
balalaika,logical fallacy,fallacy,misconception,idea
ballistic missile,house,building,structure,artifact
ballistic pendulum,expert,person,organism,living thing
balloon sail,Yugoslavian monetary unit,monetary unit,unit of measurement,definite quantity
bandanna,leader,person,organism,living thing
bandsaw,grass,gramineous plant,herb,vascular plant
bandstand,egg,ovum,gamete,reproductive cell
bar mask,polysaccharide,carbohydrate,macromolecule,molecule
barn,Swaziland monetary unit,monetary unit,unit of measurement,definite quantity
barograph,martial art,self-defense,protection,activity
bass drum,rein,strap,leather strip,implement
basuco,spaghetti sauce,sauce,condiment,flavorer
beach house,African,person,organism,living thing
beach towel,lawn mower,garden tool,tool,implement
beachwear,Greek deity,deity,spiritual being,belief
bead,digital computer,computer,machine,device
bearing rein,jugular vein,vein,blood vessel,vessel
beating-reed instrument,metric linear unit,linear unit,unit of measurement,definite quantity
bedsitting room,maidenhair,fern,pteridophyte,vascular plant
beer garden,natural science,science,discipline,knowledge domain
bell deck,adventurer,person,organism,living thing
bell tent,female internal reproductive organ,reproductive organ,organ,body part
bentwood,flower,angiosperm,spermatophyte,vascular plant
bethel,web site,computer,machine,device
bifocals,feather,animal material,material,substance
big H,sword,weapon,instrument,device
bijou,iris,iridaceous plant,bulbous plant,vascular plant
bioweapon,spurge,shrub,woody plant,vascular plant
birdcage mask,word,language unit,part,relation
bistro,testator,person,organism,living thing
bling,chain mail,body armor,armor,protective covering
blockhouse,leader,person,organism,living thing
bloodmobile,electro-acoustic transducer,transducer,electrical device,device
boarding house,religious person,person,organism,living thing
board rule,laugher,person,organism,living thing
body plethysmograph,chaff,plant material,material,substance
boiling water reactor,spinning machine,textile machine,machine,device
bomb calorimeter,spleenwort,fern,pteridophyte,vascular plant
bombsight,air pollution,pollution,environmental condition,condition
bongo,Seychelles monetary unit,monetary unit,unit of measurement,definite quantity
boomerang,wildflower,angiosperm,spermatophyte,vascular plant
boron chamber,happiness,emotional state,emotion,feeling
bottling plant,mania,irrational motive,motivation,psychological feature
bradawl,concerto,classical music,music genre,expressive style
brasserie,speech disorder,disorder,physical condition,condition
breakwater,mercury poisoning,poisoning,physical condition,condition
breast implant,meteorite,meteoroid,extraterrestrial object,natural object
breast pocket,yucca,shrub,woody plant,vascular plant
breeches buoy,dust,particulate,material,substance
breechloader,Nepalese monetary unit,monetary unit,unit of measurement,definite quantity
brewery,reproductive structure,plant organ,plant part,natural object
bric-a-brac,contract,written agreement,agreement,statement
brickkiln,Angolan monetary unit,monetary unit,unit of measurement,definite quantity
brick trowel,contract,written agreement,agreement,statement
brigandine,money,medium of exchange,standard,system of measurement
broadsword,wall,partition,structure,artifact
buggy whip,water plantain,marsh plant,aquatic plant,vascular plant
bulldozer,epithelium,animal tissue,tissue,body part
bullet,clothing,consumer goods,commodity,artifact
bulletin board system,psychology,science,discipline,knowledge domain
bungalow,metric weight unit,metric unit,unit of measurement,definite quantity
bunsen burner,natural fiber,fiber,material,substance
buspirone,Latvian monetary unit,monetary unit,unit of measurement,definite quantity
bus terminal,panic,fear,emotion,feeling
cabana,energy,physical phenomenon,natural phenomenon,phenomenon
cafe,cardboard,paper,material,substance
cafeteria,subshrub,shrub,woody plant,vascular plant
camcorder,major tranquilizer,tranquilizer,sedative-hypnotic,sedative
campanile,aberrance,abnormality,physical condition,condition
candelabrum,classical mythology,mythology,collection,group
candlepin,platform,horizontal surface,surface,artifact
candy thermometer,matrimony vine,shrub,woody plant,vascular plant
cannonball,angiospermous tree,tree,woody plant,vascular plant
canvas tent,inductance unit,electromagnetic unit,unit of measurement,definite quantity
capitol,worker,person,organism,living thing
car,doubt,cognitive state,psychological state,condition
carillon,Jewish calendar month,calendar month,time period,fundamental quantity
carpet loom,inclination,attitude,cognition,psychological feature
cascade transformer,dysplasia,abnormality,physical condition,condition
cash register,sense,awareness,knowing,higher cognitive process
catwalk,overheating,heating,temperature change,natural process
cavalry sword,malevolence,hate,emotion,feeling
cavity wall,plethysmograph,measuring instrument,instrument,device
cello,friend,person,organism,living thing
Centigrade thermometer,wood,plant material,material,substance
chafing dish,bullfighter,person,organism,living thing
chain saw,governing board,board,committee,administrative unit
chalet,word,language unit,part,relation
chancellery,blueberry,shrub,woody plant,vascular plant
chandlery,mysticism,religion,theological virtue,cardinal virtue
chapel,subshrub,shrub,woody plant,vascular plant
charnel house,angelim,tree,woody plant,vascular plant
chemical weapon,intellectual,person,organism,living thing
chicken coop,geological formation,object,physical entity,entity
chimney breast,absence,lack,need,condition
Chinese lantern,cranesbill,geranium,herb,vascular plant
chlordiazepoxide,major tranquilizer,tranquilizer,sedative-hypnotic,sedative
chloroform,flux density unit,electromagnetic unit,unit of measurement,definite quantity
choo-choo,crocus,iridaceous plant,bulbous plant,vascular plant
circular saw,animal product,animal material,material,substance
cittern,executive department,federal department,government department,department
civilian clothing,power saw,power tool,machine,device
cliff dwelling,grass,gramineous plant,herb,vascular plant
clipboard,friend,person,organism,living thing
clock,compulsive,person,organism,living thing
clock pendulum,deposit,geological phenomenon,natural phenomenon,phenomenon
closeup lens,locomotive,self-propelled vehicle,wheeled vehicle,container
clozapine,enzyme,catalyst,activator,substance
coach house,Christianity,religion,theological virtue,cardinal virtue
coat of paint,flower,angiosperm,spermatophyte,vascular plant
cold-water flat,adult,person,organism,living thing
collectible,anomaly,abnormality,physical condition,condition
collector's item,platform,horizontal surface,surface,artifact
colonoscope,opera,classical music,music genre,expressive style
computerized axial tomography scanner,party,organization,social group,group
condominium,disputant,person,organism,living thing
control circuit,chad,paper,material,substance
cooker,tourmaline,mineral,material,substance
cookie sheet,differential equation,equation,mathematical statement,statement
cottage tent,Peruvian monetary unit,monetary unit,unit of measurement,definite quantity
countertop,thermometer,measuring instrument,instrument,device
country house,fantasy world,fantasy,imagination,creativity
courthouse,intellectual,person,organism,living thing
crash barrier,contestant,person,organism,living thing
crematory,red,chromatic color,color,visual property
cross bit,purple,chromatic color,color,visual property
crossjack,summer squash,squash,vine,vascular plant
crow's nest,thermometer,measuring instrument,instrument,device
cryometer,civil law,law,collection,group
crystal counter,vascular tissue,plant tissue,plant part,natural object
cue ball,cartilage,animal tissue,tissue,body part
cufflink,blues,black music,music genre,expressive style
culdoscope,hyperon,baryon,hadron,elementary particle
culverin,speech disorder,disorder,physical condition,condition
curette,larva,animal,organism,living thing
customhouse,piety,righteousness,morality,quality
cutlas,Islamic calendar month,calendar month,time period,fundamental quantity
cyclopean masonry,chemoreceptor,sense organ,organ,body part
cyclopropane,grass,gramineous plant,herb,vascular plant
dais,morpheme,language unit,part,relation
dam,money,medium of exchange,standard,system of measurement
dance floor,protoctist,microorganism,organism,living thing
dark lantern,candlewood,shrub,woody plant,vascular plant
dart,enzyme,catalyst,activator,substance
dasymeter,track and field,sport,diversion,activity
day nursery,bad person,person,organism,living thing
decal,dry unit,volume unit,unit of measurement,definite quantity
deck,change,happening,event,psychological feature
deep-freeze,soapberry,tree,woody plant,vascular plant
defilade,animal oil,animal material,material,substance
delft,protoctist,microorganism,organism,living thing
dental implant,military action,group action,event,psychological feature
depth gauge,change,happening,event,psychological feature
dermatome,intemperance,unrestraint,indiscipline,trait
detached house,airliner,airplane,heavier-than-air craft,aircraft
diazepam,modern era,era,time period,fundamental quantity
Dictaphone,African,person,organism,living thing
diesel locomotive,uncreativeness,inability,cognition,psychological feature
differential analyzer,drawing paper,paper,material,substance
digital plethysmograph,lady fern,fern,pteridophyte,vascular plant
digitoxin,contract,written agreement,agreement,statement
digoxin,honeysuckle,shrub,woody plant,vascular plant
dimmer,monogenesis,asexual reproduction,reproduction,organic process
dinky,oil lamp,lamp,source of illumination,device
dinner theater,follower,person,organism,living thing
diphenylbutyl piperidine,speed,rate,magnitude relation,relation
diplomatic building,drum,percussion instrument,musical instrument,device
diplomatic pouch,mixed-blood,person,organism,living thing
dipstick,flower,angiosperm,spermatophyte,vascular plant
dishtowel,venae renis,vein,blood vessel,vessel
distillery,cerebral vein,vein,blood vessel,vessel
dive bomber,subshrub,shrub,woody plant,vascular plant
dogcart,Mosan,Amerind,natural language,language
dollhouse,inhabitant,person,organism,living thing
doodlebug,saint,deity,spiritual being,belief
Doppler radar,honeysuckle,shrub,woody plant,vascular plant
double-prop,connective tissue,animal tissue,tissue,body part
douche,bad person,person,organism,living thing
dressing station,solid solution,solution,mixture,substance
electric drill,mental disorder,disorder,physical condition,condition
dropper,pitcher plant,carnivorous plant,herb,vascular plant
dry-bulb thermometer,mallow,shrub,woody plant,vascular plant
dry kiln,engineer,person,organism,living thing
duckpin,cranberry,shrub,woody plant,vascular plant
dudeen,willow,tree,woody plant,vascular plant
dumpcart,collector,person,organism,living thing
Dumpy level,spaghetti sauce,sauce,condiment,flavorer
dune buggy,hawthorn,shrub,woody plant,vascular plant
duplex apartment,root,plant organ,plant part,natural object
duplex house,exchange,chemical phenomenon,natural phenomenon,phenomenon
early warning radar,awl,hand tool,tool,implement
earphone,adult,person,organism,living thing
earring,hair,body covering,covering,natural object
efficiency apartment,cerebral artery,artery,blood vessel,vessel
eight ball,clothing,consumer goods,commodity,artifact
electric-discharge lamp,armored vehicle,self-propelled vehicle,wheeled vehicle,container
electric guitar,nervous disorder,disorder,physical condition,condition
electric locomotive,metric weight unit,metric unit,unit of measurement,definite quantity
electromagnetic delay line,Greco-Roman deity,deity,spiritual being,belief
enamelware,performing arts,humanistic discipline,discipline,knowledge domain
encaustic,immunological disorder,disorder,physical condition,condition
entrenchment,mansard,curb roof,roof,protective covering
estazolam,wildflower,angiosperm,spermatophyte,vascular plant
explosive compound,puffball,fungus,organism,living thing
explosive mixture,tamarin,marmoset,New World monkey,monkey
factory,Jewish calendar month,calendar month,time period,fundamental quantity
Fahrenheit thermometer,gene,sequence,series,ordering
faience,dysplasia,abnormality,physical condition,condition
falchion,Slav,person,organism,living thing
fanjet,glucocorticoid,corticosteroid,steroid hormone,hormone
fanny pack,bursitis,inflammation,symptom,evidence
farmhouse,city,municipality,urban area,geographical area
fence,power saw,power tool,machine,device
fencing sword,Kendall test,nonparametric statistic,statistic,datum
fender,feather,animal material,material,substance
fetoscope,char,carbon,chemical element,substance
fieldwork,mental disorder,disorder,physical condition,condition
figure loom,Semitic,Afroasiatic,natural language,language
figure skate,strophanthus,shrub,woody plant,vascular plant
file server,cellulose nitrate,cellulose ester,ester,organic compound
